Entity ID,Area of Interest,Map Projection,Sensor,Begin Date,End Date,Agency,Platform,Comments,Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
EMUSA20190924201910076,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-09-24 00:00:00-05,2019-10-07 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20190924201910076,EMUSA20190924201910076
EMUSA20191001201910076,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-01 00:00:00-05,2019-10-07 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191001201910076,EMUSA20191001201910076
EMUSA20191008201910146,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-08 00:00:00-05,2019-10-14 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191008201910146,EMUSA20191008201910146
EMUSA20191008201910216,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-08 00:00:00-05,2019-10-21 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191008201910216,EMUSA20191008201910216
EMUSA20191015201910216,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-15 00:00:00-05,2019-10-21 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191015201910216,EMUSA20191015201910216
EMUSA20191022201910286,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-22 00:00:00-05,2019-10-28 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191022201910286,EMUSA20191022201910286
EMUSA20191022201911046,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-22 00:00:00-05,2019-11-04 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191022201911046,EMUSA20191022201911046
EMUSA20191029201911046,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-10-29 00:00:00-05,2019-11-04 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191029201911046,EMUSA20191029201911046
EMUSA20191105201911116,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-05 00:00:00-06,2019-11-11 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191105201911116,EMUSA20191105201911116
EMUSA20191105201911186,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-05 00:00:00-06,2019-11-18 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191105201911186,EMUSA20191105201911186
EMUSA20191112201911186,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-12 00:00:00-06,2019-11-18 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191112201911186,EMUSA20191112201911186
EMUSA20191119201911256,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-19 00:00:00-06,2019-11-25 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191119201911256,EMUSA20191119201911256
EMUSA20191119201912026,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-19 00:00:00-06,2019-12-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191119201912026,EMUSA20191119201912026
EMUSA20191126201912026,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-11-26 00:00:00-06,2019-12-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191126201912026,EMUSA20191126201912026
EMUSA20191203201912096,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-03 00:00:00-06,2019-12-09 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191203201912096,EMUSA20191203201912096
EMUSA20191203201912166,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-03 00:00:00-06,2019-12-16 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191203201912166,EMUSA20191203201912166
EMUSA20191210201912166,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-10 00:00:00-06,2019-12-16 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191210201912166,EMUSA20191210201912166
EMUSA20191217201912236,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-17 00:00:00-06,2019-12-23 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191217201912236,EMUSA20191217201912236
EMUSA20191217201912306,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-17 00:00:00-06,2019-12-30 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191217201912306,EMUSA20191217201912306
EMUSA20191224201912306,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-24 00:00:00-06,2019-12-30 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191224201912306,EMUSA20191224201912306
EMUSA20191231202001066,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-31 00:00:00-06,2020-01-06 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191231202001066,EMUSA20191231202001066
EMUSA20191231202001136,CONUS,Lambert Azimuthal Equal Area,MODIS,2019-12-31 00:00:00-06,2020-01-13 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20191231202001136,EMUSA20191231202001136
EMUSA20200107202001136,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-07 00:00:00-06,2020-01-13 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200107202001136,EMUSA20200107202001136
EMUSA20200114202001206,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-14 00:00:00-06,2020-01-20 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200114202001206,EMUSA20200114202001206
EMUSA20200114202001276,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-14 00:00:00-06,2020-01-27 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200114202001276,EMUSA20200114202001276
EMUSA20200121202001276,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-21 00:00:00-06,2020-01-27 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200121202001276,EMUSA20200121202001276
EMUSA20200128202002036,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-28 00:00:00-06,2020-02-03 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200128202002036,EMUSA20200128202002036
EMUSA20200128202002106,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-01-28 00:00:00-06,2020-02-10 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200128202002106,EMUSA20200128202002106
EMUSA20200204202002106,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-04 00:00:00-06,2020-02-10 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200204202002106,EMUSA20200204202002106
EMUSA20200211202002176,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-11 00:00:00-06,2020-02-17 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200211202002176,EMUSA20200211202002176
EMUSA20200211202002246,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-11 00:00:00-06,2020-02-24 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200211202002246,EMUSA20200211202002246
EMUSA20200218202002246,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-18 00:00:00-06,2020-02-24 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200218202002246,EMUSA20200218202002246
EMUSA20200225202003026,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-25 00:00:00-06,2020-03-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200225202003026,EMUSA20200225202003026
EMUSA20200225202003096,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-02-25 00:00:00-06,2020-03-09 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200225202003096,EMUSA20200225202003096
EMUSA20200303202003096,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-03 00:00:00-06,2020-03-09 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200303202003096,EMUSA20200303202003096
EMUSA20200310202003166,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-10 00:00:00-05,2020-03-16 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20200310202003166,EMUSA20200310202003166
EMUSA20200310202003236,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-10 00:00:00-05,2020-03-23 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200310202003236,EMUSA20200310202003236
EMUSA20200317202003236,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-17 00:00:00-05,2020-03-23 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200317202003236,EMUSA20200317202003236
EMUSA20200324202003306,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-24 00:00:00-05,2020-03-30 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200324202003306,EMUSA20200324202003306
EMUSA20200324202004066,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-24 00:00:00-05,2020-04-06 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200324202004066,EMUSA20200324202004066
EMUSA20200331202004066,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-03-31 00:00:00-05,2020-04-06 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200331202004066,EMUSA20200331202004066
EMUSA20200407202004136,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-07 00:00:00-05,2020-04-13 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200407202004136,EMUSA20200407202004136
EMUSA20200407202004206,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-07 00:00:00-05,2020-04-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200407202004206,EMUSA20200407202004206
EMUSA20200414202004206,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-14 00:00:00-05,2020-04-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200414202004206,EMUSA20200414202004206
EMUSA20200421202004276,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-21 00:00:00-05,2020-04-27 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200421202004276,EMUSA20200421202004276
EMUSA20200421202005046,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-21 00:00:00-05,2020-05-04 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200421202005046,EMUSA20200421202005046
EMUSA20200428202005046,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-04-28 00:00:00-05,2020-05-04 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200428202005046,EMUSA20200428202005046
EMUSA20200505202005116,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-05-05 00:00:00-05,2020-05-11 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200505202005116,EMUSA20200505202005116
EMUSA20200505202005186,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-05-05 00:00:00-05,2020-05-18 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200505202005186,EMUSA20200505202005186
EMUSA20200512202005186,CONUS,Lambert Azimuthal Equal Area,MODIS,2020-05-12 00:00:00-05,2020-05-18 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368666666667,-97.2019,48.4030555555556,-128.530058333333,46.7049,-65.39465,22.4793916666667,-75.4163527777778,23.5837583333333,-119.972288888889,EMUSA20200512202005186,EMUSA20200512202005186
